,component,explained_var,medHouseIncome,unemplRate,perOwnerOcc,percentPov,percentCarCom,percentRentBurd
0,0,0.46365550373687225,-0.4606964607538784,0.3506851602164255,-0.46636670252242596,-0.5337945904685044,-0.3147141858443903,0.25159313314566883
1,1,0.22404802102525728,-0.3358966897255223,0.13395575069395355,0.4209109199472934,-0.12464732111600636,0.6408426108628976,0.5156035895895295
2,2,0.13347366061853994,0.0018392266376121643,0.7793696362837325,0.13940551680730331,-0.004596092132163391,0.2077587988262164,-0.5744221849958685
