GEOID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
36081038302,0.029279897,-0.084464945,0.15284611,0.22220768,-0.09825752,0.0046133315,-0.103057824,-0.04758396,-0.008440028,-0.012644966,0.10659014,-0.004322849,0.14486815,-0.0031678686,-0.057865594,-0.09370756,0.115274265,-0.092399545,0.017624497,0.11676941,0.07144835,-0.030991927,-0.017002154,-0.042844396,-0.016302321,0.047194783,0.011694121,0.027361456,-0.019671962,-0.0525654,-0.05034724,0.0025227717,0.20133026,-0.10294646,0.007433897,0.022130363,0.175852,0.08089427,0.017309807,0.089166164,-0.17354585,-0.07190109,-0.17160946,-0.046087354,-0.10918788,-0.040937535,-0.18853493,-0.22562818,0.07544156,0.11492191,-0.010944354,0.04482673,0.04769705,-0.08982293,-0.027644595,0.16981894,-0.05181334,0.0456352,0.05575789,0.10512749,-0.11152433,0.11686871,0.029400703,0.03645655,-0.03652763,0.041596685,0.059231713,-0.093230724,-0.041542966,0.08405973,0.06575183,-0.03094154,-0.05068426,-0.17872232,-0.007100759,-0.02785107,-0.097785525,0.094523296,-0.14335611,-0.06591359,0.10123927,-0.12300585,-0.037710905,0.030080516,0.042644583,0.06269669,-0.03095596,-0.008759417,0.06410885,0.059822533,0.010790945,0.12969947,-0.13330083,0.020624828,-0.056611013,-0.12146013,-0.025574444,-0.049850356,0.11642041,-0.08004162,-0.017848205,0.14962329,-0.009573602,-0.0049078306,-0.0255091,-0.14901783,-0.09956501,0.0023025293,0.09081801,0.07126937,0.07715925,-0.00841606,-0.031116568,0.12246517,0.12673724,-0.17249295,0.05460321,0.07835278,-0.10587852,-0.008735562,0.1584356,-0.09519283,0.06726067,0.045432124,-0.038430847,-0.011066471,-0.020588996,0.009608046
36081030600,0.043392926,0.06578944,0.0015470671,0.08914652,-0.09047553,-0.001646992,0.099754475,-0.16656938,0.021609822,-0.036050923,-0.040267054,-0.014180101,0.15463088,0.063717596,-0.090579815,-0.00827053,0.018001009,-0.03325439,-0.07399839,0.068205655,-0.022541227,-0.18261659,-0.03740099,-0.03884919,-0.067217074,0.039024226,0.15165316,0.055338178,0.054903947,0.024567707,0.15342069,0.023986414,-0.072358295,-0.05924716,0.14067538,0.15745007,-0.008223601,-0.08419256,-0.108559825,-0.23685919,0.009534299,-0.052694052,-0.061226413,0.1040196,0.025475862,0.01000322,0.077608794,-0.14430727,0.08303232,-0.0343032,-0.012096317,-0.1251738,0.063900515,-0.122324504,0.03986894,-0.09075147,-0.02073173,-0.030825678,0.021204814,-0.1539104,0.036492985,-0.077999994,0.18193786,0.06363448,0.010438054,0.13094796,-0.11201801,0.03020537,0.10884376,-0.103011705,0.12969966,0.074652046,-0.14486934,-0.0009991645,0.0023986686,0.04954563,-0.006247218,0.06966299,-0.094784506,0.01881626,0.059753153,-0.06867807,-0.051752403,0.031683598,0.034525294,0.16804557,-0.064566016,0.1498201,0.005489015,-0.063755535,0.026798345,0.029151814,-0.0021168853,0.08447676,0.0639887,-0.027541732,-0.11995593,-0.003804068,0.08988456,0.035923302,-0.19984332,-0.015331044,0.14464068,0.10226678,-0.090935305,-0.013761484,0.0689344,0.031185478,0.01594452,-0.16522616,-0.16171011,-0.11419372,0.14071622,-0.122104496,-0.0008900922,0.09375548,0.044614643,0.06821494,0.121858366,0.07141266,0.043530267,0.017755274,0.08345345,0.03952571,0.035236534,-0.027260521,-0.18640633,0.054619834
36081138502,-0.028429255,0.07320124,-0.022448752,0.05304296,-0.060402617,0.10175051,-0.0046025147,-0.032305174,0.048645582,-0.056836564,0.013351317,0.093196325,0.113901615,0.015176129,0.091606244,-0.055841286,0.07711738,0.0050383224,0.08032053,0.06379331,-0.02378064,0.10787163,0.15013258,0.17236216,0.09929732,-0.024228577,-0.016053243,-0.06265781,0.08572555,-0.008405605,-0.015823679,0.032513767,-0.116132416,-0.15718375,0.09201435,-0.1899124,-0.18451178,-0.0066504455,0.0026947134,0.043951996,0.18981816,0.1951811,-0.06519092,-0.064281724,0.034162354,0.028502136,0.03738839,0.07156305,0.0041801813,-0.03743192,0.0047434317,-0.12526071,0.15612434,0.0145331295,0.03749137,0.1568668,-0.13961957,-0.019063523,0.071269155,0.14960738,-0.12415363,0.04066016,-0.21511438,-0.0063989754,0.053009536,-0.14808588,-0.12489115,-0.0057874117,0.127759,0.037602417,0.04048926,-0.05588919,0.091752574,0.08733448,-0.1880595,0.046997756,-0.031284127,0.120361544,0.0515082,0.13054146,-0.05660803,-0.0069957315,0.038372576,0.037948485,-0.0010770981,0.117332734,0.074375376,-0.08106096,-0.06737566,0.0014973615,-0.0407558,0.056978196,-0.12229185,0.0038090537,-0.021212727,0.081891984,-0.042910676,-0.05695896,0.042041723,-0.094342515,-0.07130059,-0.044875063,0.09165835,0.02933508,0.026055904,0.01711144,-0.012391094,0.08217293,-0.108034514,0.06844611,-0.055335667,-0.09024507,0.10045993,-0.0682146,-0.0907043,-0.058310144,-0.056910973,0.20525065,0.020169357,-0.11921286,-0.07684794,0.05652296,-0.021884441,0.081991546,-0.12827912,0.14769155,-0.11502374,0.08249482
36005009302,-0.12636587,0.06455027,0.07475176,-0.1252683,-0.06689838,-0.12102702,-0.0755821,0.04283221,-0.12213193,0.049155563,0.086722426,0.08205058,-0.059346158,0.12257141,-0.08791264,0.18026052,0.006599591,-0.065401085,-0.08451197,-0.109524064,0.055168096,0.04775368,0.049514823,-0.16632314,0.011873131,-0.042637832,0.124426164,-0.08173394,0.08444474,0.03076491,0.08515207,0.0638525,-0.061805263,0.1347295,-0.09869821,0.0064833444,-0.0031177104,-0.04920365,-0.045631416,0.003929705,0.06260382,-0.038913384,0.004970028,-0.05139957,0.078812465,-0.07485107,-0.0987523,0.02786071,0.00455742,-0.071351774,-0.063513145,0.07513632,0.12128373,0.074422166,-0.09357147,-0.060672756,0.07943166,-0.020144673,0.13251853,0.116220675,0.10647596,0.031633634,-0.024848334,0.039478414,0.056363236,-0.06476343,-0.04220729,0.118814036,0.17119464,0.22837539,0.15134843,0.14753544,0.08981777,0.013621688,0.03591765,0.08116291,0.1264247,0.09775144,0.10556659,-0.0045255227,-0.15614109,0.056427132,-0.106489845,0.034090552,0.05936539,-0.037548583,-0.057995513,0.02159036,0.0030604575,0.09617592,0.061378803,-0.012651146,-0.026163666,0.007628888,-0.024770478,-0.04668501,-0.0035865977,-0.073282965,-0.094003215,0.019978032,0.0032653748,-0.03170375,-0.13719928,-0.00990403,-0.2427241,0.039501823,-0.10612483,-0.02968105,0.03339316,0.000758107,0.17572959,-0.055166733,-0.110126086,0.07991319,-0.11037726,-0.1471767,0.053170953,0.11418566,-0.13929835,0.12575416,0.034269452,0.17689343,0.014463041,0.13575135,-0.053256072,-0.047765784,-0.045454018,0.030019764
36047110400,0.15835986,0.10640374,0.02052556,-0.04474778,-0.013845844,0.015834909,0.090459235,0.0649632,-0.05462537,0.07201806,0.051333316,0.094933674,0.050696626,-0.14274217,0.07703319,0.025976403,-0.016116153,0.1402233,0.03544044,0.05313445,-0.20826048,-0.14796479,0.21239178,0.038818266,-0.010115594,0.09796877,0.05703516,-0.031710085,-0.024243724,-0.008623273,0.08331175,-0.041562274,0.1007525,0.0032244325,0.02211372,0.04501862,0.12951304,-0.01990872,-0.060445428,0.115696825,-0.026701832,-0.11152159,0.12132035,-0.06211248,0.14524125,-0.11588095,-0.13934647,0.10135669,-0.02223728,0.087778635,-0.095063515,-0.09997781,0.027119279,0.0019621886,0.022437008,0.09539417,-0.04474069,0.015555659,0.0053451066,-0.026035752,-0.014879865,-0.17091243,-0.14203222,0.018460056,-0.09609154,0.05335845,0.20864333,-0.088379875,0.06546524,0.07818638,0.08545547,0.13161816,0.05626384,-0.012573565,-0.08229771,0.086035006,-0.03735661,-0.07260166,0.037792914,0.017823225,0.12664382,-0.010075986,0.036450643,0.033640333,0.0139500145,-0.08442012,-0.15684843,0.061269112,0.060703006,-0.21468447,0.11744498,0.06559413,0.11003937,0.17230831,0.0048393803,0.025228027,0.050323598,0.17348698,-0.06515318,0.008493387,0.03592364,-0.051403876,-0.04365557,-0.04188882,0.16089165,-0.017907495,0.13802564,0.045129664,0.17172605,0.094910495,0.021975342,0.0227467,-0.01023713,0.018132504,-0.1351059,-0.036489382,-0.06283408,0.042742796,-0.001138218,-0.026954979,0.01352413,0.049669947,0.009009816,-0.05299069,-0.15135165,-0.018922161,-0.09073581,0.15042648
36047119800,0.121449925,0.14735857,-0.015518501,-0.15843466,-0.08005358,-0.018185169,-0.052623436,0.0007501669,-0.013870258,0.08380385,0.07587687,0.039384313,0.00064362417,-0.15013778,0.11462315,0.110932656,-0.0008933921,0.08067993,0.050393354,-0.06061689,0.034486316,-0.03207888,0.0353389,0.045479134,-0.034595765,0.009676732,-0.008301612,0.027405795,0.04400681,0.038765337,0.0032301096,-0.12197145,-0.06184157,0.09513669,0.007914931,0.1398931,-0.08794421,0.06738308,-0.0058802073,-0.05847458,-0.06896043,0.011803108,0.19334897,-0.06428971,-0.064123735,-0.0594528,0.053742193,0.10835807,0.09985328,0.20521955,-0.20690903,-0.008587861,-0.14375982,0.056922123,0.19173068,-0.061620075,-0.00079312414,0.03322701,0.12431688,-0.11744715,-0.03909294,-0.13927533,-0.0616794,-0.014175408,-0.02559439,-0.118652865,0.071203984,-0.09272417,-0.030972773,0.04392185,0.12806031,0.087098695,0.026345199,-0.08587551,-0.21883442,0.013834147,-0.05362092,0.064969845,0.042519026,0.011317443,-0.02422758,-0.101082124,-0.12966853,0.09398949,0.06852731,-0.032540094,-0.12310014,0.011170538,0.036067054,-0.0311492,-0.014910269,0.15525812,0.0512859,0.1324983,-0.03718929,-0.16420932,-0.06502444,-0.058550432,0.01115307,-0.03486132,-0.04064749,0.055382863,-0.14937061,-0.08546793,0.028834067,-0.00408476,0.1778222,-0.037643153,0.03360393,0.1948645,-0.11397052,-0.14037755,-0.044352945,-0.13232775,0.02280296,-0.102426656,-0.014008557,0.060994174,-0.022652667,-0.11924173,-0.03237999,0.07488497,-0.045006555,-0.14345583,-0.06745325,-0.05207232,-0.021527862,-0.08729442
36005006301,0.018452827,0.04053254,-0.106955744,-0.041049566,-0.034042977,0.10880923,0.096547216,-0.0039099315,-0.010768565,0.012941436,-0.011289799,0.11071224,-0.015164668,-0.081670634,-0.032006837,0.1157581,-0.053629547,0.10211112,0.002224212,0.13388519,-0.15389988,-0.053018942,0.012286799,-0.2726525,0.054669086,0.12478775,0.061361667,0.035064314,0.12710094,-0.044878878,-0.05732674,0.14818871,-0.077657044,0.10119103,0.038861897,0.13621056,0.08406144,0.024631882,-0.17468631,0.15052436,-0.12834653,0.119754314,-0.044160545,0.092938334,0.051314656,0.18760143,0.024667079,0.09305403,0.124964006,0.13872668,0.07126297,0.054429207,0.04849046,-0.03018601,0.042735282,0.038690384,0.060936864,-0.009061852,-0.053431746,0.071820654,-0.029217083,0.051618725,-0.011645307,-0.06333727,-0.024401331,-0.13882636,0.06825154,-0.08240787,-0.25795937,0.104815744,-0.05550324,-0.04955877,0.16202748,-0.13209377,0.007992524,0.0404656,-0.03217824,-0.06267451,0.0046284217,-0.032488395,0.073845625,0.053290073,-0.067579135,-0.0879115,-0.13123162,0.069574796,0.1002981,-0.04493004,0.040482417,-0.06784241,0.11997249,-0.026887873,-0.0449923,-0.13202475,0.075297475,0.07872544,0.08879245,-0.06035515,-0.0056426697,0.03773968,-0.07396429,0.072884,-0.015889974,0.0318608,-0.02628207,0.074300535,0.096382454,-0.08732765,-0.01831497,-0.07870244,0.10798454,0.03241227,0.15640971,-0.0038959926,-0.03125884,0.034522735,0.044510234,0.15677881,-0.094321534,0.057324197,-0.022035424,-0.047013167,-0.0657968,-0.09526742,0.10893575,0.17461203,-0.09441351,0.03655531
36005043503,-0.032119036,0.09321462,-0.09870786,0.044022903,-0.03865391,-0.012442095,-0.12757051,-0.05402696,0.115449786,0.004228457,0.03781556,-0.09265819,0.17722331,-0.046178717,-0.058810674,0.066993415,0.041749775,0.1692828,-0.106409974,0.124666095,0.037156347,0.045229267,0.005238955,-0.045717042,0.005393043,0.080596544,0.047678642,0.04386322,-0.016159074,-0.117770545,-0.0641098,0.036296215,-0.08838698,0.07575455,0.005513728,0.0734236,0.060671803,-0.059593417,0.05893363,0.0086881,-0.025845706,0.04111058,-0.022902595,0.059845235,0.042912666,0.1491544,0.015083772,0.21760784,0.11898574,-0.0011436127,0.07348914,-0.10918674,0.10334104,0.13834566,0.12436644,-0.003959413,-0.08903106,0.0016948207,-0.14474237,0.052130174,0.13575588,0.13188232,0.14177969,0.080856055,-0.19809608,0.08234188,0.12873012,0.07913218,0.08538754,0.09630177,0.069426596,0.01203308,0.1291891,0.01245746,-0.011889175,-0.024706215,-0.083519004,-0.09595584,-0.14861405,-0.022092678,-0.10544384,0.010331416,0.022179356,-0.15060912,-0.107592545,-0.14380778,-0.04120278,-0.028886233,-0.10342395,0.115683645,-0.07950042,-0.10656645,-0.026225368,-0.03350226,-0.07008137,0.08208868,-0.03311184,0.06836059,0.070412435,0.10542094,0.13450679,-0.0316565,-0.022673525,-0.03382973,-0.033427108,0.00055066077,-0.075026274,0.019225115,-0.02139939,-0.0777982,-0.11218655,-0.09740142,-0.108625785,0.11233405,-0.04219489,-0.052573137,0.08938806,-0.0058129337,0.18853167,-0.0992693,0.06009592,-0.16927963,-0.05616853,0.085184745,-0.17730579,-0.07654091,-0.06798636,-0.06833014
36081086900,0.008407216,-0.056572504,-0.021280836,0.011883096,-0.07231201,0.05434522,-0.04163772,0.00028683132,0.031169288,-0.048140503,0.1301936,0.005168108,0.07828455,-0.0058335387,0.056374818,-0.05007623,0.13343665,0.022685736,-0.018106079,-0.13181853,-0.019949596,-0.029466871,0.11273716,-0.09402205,0.039365444,-0.09900468,0.033700343,0.070713505,0.080676354,0.11798587,-0.058879927,0.1603476,0.07545593,0.05808661,0.029217454,-0.17155507,0.11051424,0.03976865,-0.10879628,-0.01545392,0.050661743,-0.18853877,-0.08391007,-0.05916023,-0.08424259,-0.091314875,-0.077877596,-0.0030555848,0.17339768,0.10646142,0.03006789,-0.12905544,-0.019025857,-0.11785772,0.005599997,0.15193261,-0.038813278,-0.0058725975,-0.10412575,0.07528647,0.012163755,0.014303127,-0.013466234,0.13322581,0.11703001,0.1256367,0.01911823,-0.07270684,0.006043919,-0.2228488,-0.14203417,-0.033145532,-0.0015301453,0.10611054,0.0051007294,0.046905994,-0.057906996,0.03164641,-0.05592617,0.059979517,0.0050911875,-0.26386502,-0.14171834,-0.18722795,0.0627879,0.0648947,0.04295477,0.10864225,0.022995146,0.08994694,-0.07624276,0.16786145,0.055164292,-0.044673733,0.09923961,0.0033622258,0.07696799,0.07712678,0.08840973,0.03850161,0.030183563,0.1396306,-0.015861275,-0.072915256,-0.18802859,0.0140387025,-0.09958468,-0.06839273,-3.323958e-07,-0.015554265,0.12009794,-0.11310492,0.01106129,0.09832178,0.10118866,-0.1665508,-0.051044095,0.021306993,-0.11148009,-0.03716524,0.038280956,0.037152886,0.03390423,0.0012107468,0.036083955,0.0010740631,0.15756021,0.07640139
36005033400,-0.12360563,-0.1691496,-0.1447547,-0.02670096,0.12869048,-0.007313992,-0.10344804,-0.047547344,0.10536954,-0.21405916,0.032728,-0.2548651,-0.15159744,-0.06318648,-0.031508096,0.13692527,-0.107680224,0.08407223,-0.014488689,0.061642576,-0.14970313,0.031653874,0.094385244,0.02953302,-0.0880646,0.049345523,0.10761103,0.00935452,0.08588995,-0.204023,0.044038545,-0.0097113615,0.12641944,0.015546617,-0.072720125,-0.045511495,0.09022895,0.023584351,-0.12685078,0.0069551156,-0.10676347,-0.0105359135,0.04355681,0.11689661,-0.020991467,-0.035839103,-0.08953059,0.09308775,-0.17042975,0.05481327,-0.10354903,-0.12570128,-0.06665317,0.032222126,0.09295259,0.0135969985,-0.10659434,-0.1478335,0.019001216,0.08490605,-0.07843944,0.022386894,0.07131621,-0.027873665,0.03423386,-0.18379445,0.12348547,0.049032312,-0.0065001776,0.03519926,0.010374237,-0.06476659,0.047593765,-0.06725871,-0.045919128,0.07493064,0.030824391,-0.06314311,0.024220204,0.03229382,0.07852362,0.06775366,-0.054394275,-0.03591639,-0.07656669,0.04295333,0.057082284,0.10559896,-0.0361224,-0.03827979,-0.07245495,0.18773137,0.012381558,-0.017606165,-0.027712738,-0.06659569,0.033051144,-0.042457584,0.005343609,0.05626887,-0.047713976,0.20216824,0.04303838,0.055490263,-0.008454679,-0.077952854,-0.14113255,-0.10887643,-0.011250524,-0.039843272,-0.11894143,0.06700658,0.018144228,-0.07739786,-0.11236408,0.08583596,-0.06290444,0.08078732,-0.08604787,0.10624485,-0.07745761,0.06995459,-0.024892827,0.033685222,0.15798886,-0.07694883,-0.055743385,-0.08044069
