,component,explained_var,percentNoHs,percentBach,perBlack,perWithoutIns,perOver65
0,0,0.37663190231221527,-0.6082802240904162,0.6726574594164214,-0.34295602412738213,-0.030387296047332417,0.24286804858941233
1,1,0.2199260411947217,0.20192350315129365,-0.1597816929762771,-0.22105632399783143,-0.7704098372903406,0.5397216816949089
2,2,0.1922445153420149,-0.3786369567242104,-0.058694272191751495,0.836295117969512,-0.05500135017875489,0.3882967480592418
