ADDRESS_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,CRASHDATE,CRASHSEVERITY,CRASHSEVERITYID
30XX JEFFERSON AV,39.134566,-84.510147,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/21/2020 01:30:00 AM,5 - PROPERTY DAMAGE ONLY,201905
18XX WESTWOOD NORTHERN BV,39.142374,-84.552223,ENGLISH  WOODS,ENGLISH WOODS,11/21/2020 02:40:00 AM,4 - INJURY POSSIBLE,201904
10XX W NORTH BEND RD,39.291898,-84.532456,N/A,N/A,11/21/2020 03:15:00 AM,5 - PROPERTY DAMAGE ONLY,201905
10XX W NORTH BEND RD,39.291478,-84.531746,N/A,N/A,11/21/2020 03:15:00 AM,5 - PROPERTY DAMAGE ONLY,201905
10XX W NORTH BEND RD,39.292528,-84.532916,N/A,N/A,11/21/2020 03:15:00 AM,5 - PROPERTY DAMAGE ONLY,201905
17XX SYCAMORE ST,39.116308,-84.5118,MOUNT  AUBURN,MT. AUBURN,11/21/2020 03:43:00 AM,5 - PROPERTY DAMAGE ONLY,201905
E I74 AT 18-2 MM,39.161885,-84.556246,FAY APARTMENTS,VILLAGES AT ROLL HILL,11/21/2020 04:52:00 AM,3 - MINOR INJURY SUSPECTED,201903
45XX READING RD,39.166508,-84.470121,PADDOCK  HILLS,NORTH AVONDALE - PADDOCK HILLS,11/21/2020 06:18:00 AM,5 - PROPERTY DAMAGE ONLY,201905
35XX MONTGOMERY RD,39.145318,-84.469283,EVANSTON,EVANSTON,11/21/2020 06:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
35XX MONTGOMERY RD,39.143858,-84.469063,EVANSTON,EVANSTON,11/21/2020 06:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I71 AT 1-3 MM,39.099754,-84.508022,C. B. D. / RIVERFRONT,DOWNTOWN,11/21/2020 08:22:00 AM,5 - PROPERTY DAMAGE ONLY,201905
20XX W NORTH BEND,39.203771,-84.560461,COLLEGE  HILL,COLLEGE HILL,11/21/2020 08:46:00 AM,5 - PROPERTY DAMAGE ONLY,201905
20XX W NORTH BEND,39.202591,-84.560921,COLLEGE  HILL,COLLEGE HILL,11/21/2020 08:46:00 AM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 10.7,39.208791,-84.462835,ROSELAWN,HARTWELL,11/21/2020 09:30:00 AM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 10.7,39.207901,-84.462905,ROSELAWN,HARTWELL,11/21/2020 09:30:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 9-7 MM,39.099663,-84.521354,QUEENSGATE,DOWNTOWN,11/21/2020 09:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 9-7 MM,39.099113,-84.521264,QUEENSGATE,DOWNTOWN,11/21/2020 09:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 9-7 MM,39.099893,-84.520934,QUEENSGATE,DOWNTOWN,11/21/2020 09:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 4-5 MM,39.153091,-84.538351,CAMP  WASHINGTON,CAMP WASHINGTON,11/21/2020 09:55:00 AM,5 - PROPERTY DAMAGE ONLY,201905
38XX VINE ST,39.15562,-84.50562,NORTH AVONDALE,AVONDALE,11/21/2020 09:56:00 AM,3 - MINOR INJURY SUSPECTED,201903
38XX VINE ST,39.15513,-84.50491,NORTH AVONDALE,AVONDALE,11/21/2020 09:56:00 AM,3 - MINOR INJURY SUSPECTED,201903
2XX FAIRBANKS AV,39.092551,-84.574321,SEDAMSVILLE,SEDAMSVILLE,11/21/2020 10:15:00 AM,4 - INJURY POSSIBLE,201904
2XX W KING DR,39.135786,-84.515765,CLIFTON,CUF,11/21/2020 10:17:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 8-7 MM,39.184663,-84.482621,BONDHILL,BOND HILL,11/21/2020 10:39:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 8-7 MM,39.184833,-84.483631,BONDHILL,BOND HILL,11/21/2020 10:39:00 AM,5 - PROPERTY DAMAGE ONLY,201905
17XX W NORTH BEND RD,39.203804,-84.551416,COLLEGE  HILL,COLLEGE HILL,11/21/2020 11:30:00 AM,3 - MINOR INJURY SUSPECTED,201903
17XX W NORTH BEND RD,39.203324,-84.551686,COLLEGE  HILL,COLLEGE HILL,11/21/2020 11:30:00 AM,3 - MINOR INJURY SUSPECTED,201903
26XX GILBERT AV,39.127235,-84.489103,WALNUT HILLS,WALNUT HILLS,11/21/2020 11:35:00 AM,3 - MINOR INJURY SUSPECTED,201903
26XX GILBERT AV,39.128155,-84.488863,WALNUT HILLS,WALNUT HILLS,11/21/2020 11:35:00 AM,3 - MINOR INJURY SUSPECTED,201903
26XX GILBERT AV,39.128265,-84.490433,WALNUT HILLS,WALNUT HILLS,11/21/2020 11:35:00 AM,3 - MINOR INJURY SUSPECTED,201903
26XX GILBERT AV,39.128345,-84.489663,WALNUT HILLS,WALNUT HILLS,11/21/2020 11:35:00 AM,3 - MINOR INJURY SUSPECTED,201903
7XX E MITCHELL AV,39.159973,-84.474698,PADDOCK  HILLS,NORTH AVONDALE - PADDOCK HILLS,11/21/2020 11:36:00 AM,5 - PROPERTY DAMAGE ONLY,201905
7XX E MITCHELL AV,39.159663,-84.473648,PADDOCK  HILLS,NORTH AVONDALE - PADDOCK HILLS,11/21/2020 11:36:00 AM,5 - PROPERTY DAMAGE ONLY,201905
64XX DALY RD,39.207164,-84.529643,COLLEGE  HILL,COLLEGE HILL,11/21/2020 11:48:00 AM,3 - MINOR INJURY SUSPECTED,201903
64XX DALY RD,39.205374,-84.531083,COLLEGE  HILL,COLLEGE HILL,11/21/2020 11:48:00 AM,3 - MINOR INJURY SUSPECTED,201903
46XX RAPID RUN RD,39.111934,-84.593512,WEST PRICE HILL,WEST PRICE HILL,11/21/2020 12:08:00 PM,3 - MINOR INJURY SUSPECTED,201903
13XX MAIN ST,39.109878,-84.511054,OVER-THE-RHINE,OVER-THE-RHINE,11/21/2020 01:49:00 PM,3 - MINOR INJURY SUSPECTED,201903
13XX MAIN ST,39.109698,-84.511964,OVER-THE-RHINE,OVER-THE-RHINE,11/21/2020 01:49:00 PM,3 - MINOR INJURY SUSPECTED,201903
13XX MAIN ST,39.109268,-84.511324,OVER-THE-RHINE,OVER-THE-RHINE,11/21/2020 01:49:00 PM,3 - MINOR INJURY SUSPECTED,201903
71XX FAIRPARK AV,39.19619,-84.48081,CARTHAGE,CARTHAGE,11/21/2020 02:09:00 PM,5 - PROPERTY DAMAGE ONLY,201905
71XX FAIRPARK AV,39.19625,-84.48125,CARTHAGE,CARTHAGE,11/21/2020 02:09:00 PM,5 - PROPERTY DAMAGE ONLY,201905
16XX QUEEN CITY AV,39.125339,-84.549271,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,11/21/2020 02:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
16XX QUEEN CITY AV,39.126219,-84.548171,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,11/21/2020 02:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
17XX TUXWORTH AV,39.121559,-84.594901,WEST PRICE HILL,WEST PRICE HILL,11/21/2020 03:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
17XX RACE ST,39.114792,-84.548487,LOWER PRICE  HILL,LOWER PRICE HILL,11/21/2020 03:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
17XX RACE ST,39.114432,-84.548047,LOWER PRICE  HILL,LOWER PRICE HILL,11/21/2020 03:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
45XX ESTE AV,39.140576,-84.416125,HYDE PARK,HYDE PARK,11/21/2020 03:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
45XX ESTE AV,39.139026,-84.417235,HYDE PARK,HYDE PARK,11/21/2020 03:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
48XX WINNESTE AV,39.179861,-84.511491,WINTON HILLS,WINTON HILLS,11/21/2020 03:42:00 PM,5 - PROPERTY DAMAGE ONLY,201905
48XX WINNESTE AV,39.180461,-84.510931,WINTON HILLS,WINTON HILLS,11/21/2020 03:42:00 PM,5 - PROPERTY DAMAGE ONLY,201905
24XX CENTRAL PY,39.126591,-84.53342,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/21/2020 04:27:00 PM,5 - PROPERTY DAMAGE ONLY,201905
24XX CENTRAL PY,39.126301,-84.53298,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/21/2020 04:27:00 PM,5 - PROPERTY DAMAGE ONLY,201905
XX E UNIVERSITY AV,39.132282,-84.509416,CORRYVILLE,CORRYVILLE,11/21/2020 04:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX MAIN ST,39.103527,-84.510391,C. B. D. / RIVERFRONT,DOWNTOWN,11/21/2020 04:32:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX MAIN ST,39.102997,-84.510481,C. B. D. / RIVERFRONT,DOWNTOWN,11/21/2020 04:32:00 PM,5 - PROPERTY DAMAGE ONLY,201905
51XX WINTON RD,39.198162,-84.521933,WINTON HILLS,WINTON HILLS,11/21/2020 04:55:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
51XX WINTON RD,39.197922,-84.523373,WINTON HILLS,WINTON HILLS,11/21/2020 04:55:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
51XX WINTON RD,39.199102,-84.523363,WINTON HILLS,WINTON HILLS,11/21/2020 04:55:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
33XX BOUDINOT AV,39.148159,-84.604141,WESTWOOD,WESTWOOD,11/21/2020 05:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
33XX BOUDINOT AV,39.149339,-84.603461,WESTWOOD,WESTWOOD,11/21/2020 05:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX DERRICK TURNBOW AV,39.110811,-84.526484,WEST  END,WEST END,11/21/2020 05:16:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX 3RD ST,39.09643,-84.522249,QUEENSGATE,QUEENSGATE,11/21/2020 05:24:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX 3RD ST,39.09674,-84.523499,QUEENSGATE,QUEENSGATE,11/21/2020 05:24:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX PAXTON AV,39.145471,-84.432761,OAKLEY,OAKLEY,11/21/2020 05:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX PAXTON AV,39.145421,-84.432771,OAKLEY,OAKLEY,11/21/2020 05:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX LAFEUILLE CR,39.133016,-84.589483,WESTWOOD,WESTWOOD,11/21/2020 05:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
9XX W 8TH ST,39.103472,-84.530024,QUEENSGATE,QUEENSGATE,11/21/2020 06:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
9XX W 8TH ST,39.103332,-84.530104,QUEENSGATE,QUEENSGATE,11/21/2020 06:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
17XX DALE RD,39.176874,-84.464961,BONDHILL,BOND HILL,11/21/2020 06:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
17XX DALE RD,39.176264,-84.463911,BONDHILL,BOND HILL,11/21/2020 06:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX BROADWAY ST,39.106831,-84.507571,C. B. D. / RIVERFRONT,DOWNTOWN,11/21/2020 06:36:00 PM,4 - INJURY POSSIBLE,201904
5XX BROADWAY ST,39.107221,-84.507311,C. B. D. / RIVERFRONT,DOWNTOWN,11/21/2020 06:36:00 PM,4 - INJURY POSSIBLE,201904
5XX BROADWAY ST,39.107271,-84.508071,C. B. D. / RIVERFRONT,DOWNTOWN,11/21/2020 06:36:00 PM,4 - INJURY POSSIBLE,201904
33XX MCHENRY AV,39.148704,-84.571283,EAST  WESTWOOD,EAST WESTWOOD,11/21/2020 07:00:00 PM,3 - MINOR INJURY SUSPECTED,201903
33XX MCHENRY AV,39.148234,-84.569753,EAST  WESTWOOD,EAST WESTWOOD,11/21/2020 07:00:00 PM,3 - MINOR INJURY SUSPECTED,201903
41XX W 8TH ST,39.107323,-84.586127,WEST PRICE HILL,WEST PRICE HILL,11/21/2020 07:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
41XX W 8TH ST,39.108303,-84.586757,WEST PRICE HILL,WEST PRICE HILL,11/21/2020 07:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
E I275 AT 73-0 MM,39.057585,-84.426923,CALIFORNIA,CALIFORNIA,11/21/2020 07:27:00 PM,1 - FATAL,201901
E I275 AT 73-0 MM,39.059275,-84.428163,CALIFORNIA,CALIFORNIA,11/21/2020 07:27:00 PM,1 - FATAL,201901
E I275 AT 73-0 MM,39.058005,-84.426783,CALIFORNIA,CALIFORNIA,11/21/2020 07:27:00 PM,1 - FATAL,201901
E I275 AT 73-0 MM,39.058465,-84.427823,CALIFORNIA,CALIFORNIA,11/21/2020 07:27:00 PM,1 - FATAL,201901
E I275 AT 73-0 MM,39.057535,-84.426813,CALIFORNIA,CALIFORNIA,11/21/2020 07:27:00 PM,1 - FATAL,201901
42XX RIDGE AV,39.153881,-84.423751,OAKLEY,OAKLEY,11/21/2020 08:02:00 PM,5 - PROPERTY DAMAGE ONLY,201905
42XX RIDGE AV,39.153281,-84.422441,OAKLEY,OAKLEY,11/21/2020 08:02:00 PM,5 - PROPERTY DAMAGE ONLY,201905
8XX OVERLOOK AV,39.109101,-84.600906,WEST PRICE HILL,WEST PRICE HILL,11/21/2020 09:31:00 PM,4 - INJURY POSSIBLE,201904
8XX OVERLOOK AV,39.110301,-84.600886,WEST PRICE HILL,WEST PRICE HILL,11/21/2020 09:31:00 PM,4 - INJURY POSSIBLE,201904
44XX W 8TH ST,39.107795,-84.596772,WEST PRICE HILL,WEST PRICE HILL,11/21/2020 09:37:00 PM,4 - INJURY POSSIBLE,201904
49XX WINNESTE AV,39.180223,-84.512306,WINTON HILLS,WINTON HILLS,11/21/2020 09:50:00 PM,3 - MINOR INJURY SUSPECTED,201903
49XX WINNESTE AV,39.180093,-84.512276,WINTON HILLS,WINTON HILLS,11/21/2020 09:50:00 PM,3 - MINOR INJURY SUSPECTED,201903
57XX GLENWAY AV,39.113131,-84.557071,EAST PRICE HILL,EAST PRICE HILL,11/21/2020 09:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
57XX GLENWAY AV,39.112211,-84.556791,EAST PRICE HILL,EAST PRICE HILL,11/21/2020 09:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
57XX GLENWAY AV,39.112211,-84.556411,EAST PRICE HILL,EAST PRICE HILL,11/21/2020 09:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX HALE AV,39.14054,-84.49716,AVONDALE,AVONDALE,11/21/2020 09:58:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX HALE AV,39.13934,-84.49648,AVONDALE,AVONDALE,11/21/2020 09:58:00 PM,5 - PROPERTY DAMAGE ONLY,201905
14XX CEDAR AV,39.199165,-84.541401,COLLEGE  HILL,COLLEGE HILL,11/21/2020 10:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
14XX CEDAR AV,39.198135,-84.542641,COLLEGE  HILL,COLLEGE HILL,11/21/2020 10:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
53XX HOLLAND DR,39.186369,-84.511511,WINTON HILLS,WINTON HILLS,11/21/2020 11:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
24XX HARRISON AV,39.141971,-84.580586,WESTWOOD,WESTWOOD,11/21/2020 11:20:00 PM,5 - PROPERTY DAMAGE ONLY,201905
35XX READING RD #202,39.145396,-84.489325,AVONDALE,AVONDALE,11/21/2020 11:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
35XX READING RD #202,39.144726,-84.490185,AVONDALE,AVONDALE,11/21/2020 11:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
35XX READING RD #202,39.145696,-84.490305,AVONDALE,AVONDALE,11/21/2020 11:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
29XX BOUDINOT AV,39.135719,-84.603779,WESTWOOD,WESTWOOD,11/21/2020 11:37:00 PM,5 - PROPERTY DAMAGE ONLY,201905
29XX BOUDINOT AV,39.136819,-84.605059,WESTWOOD,WESTWOOD,11/21/2020 11:37:00 PM,5 - PROPERTY DAMAGE ONLY,201905
24XX W NORTH BEND,39.193031,-84.567061,MOUNT AIRY,MT. AIRY,11/22/2020 02:20:00 AM,5 - PROPERTY DAMAGE ONLY,201905
4XX ELBERON AV,39.098616,-84.566723,EAST PRICE HILL,EAST PRICE HILL,11/22/2020 03:46:00 AM,5 - PROPERTY DAMAGE ONLY,201905
77XX STILLWELL RD,39.203836,-84.457028,ROSELAWN,ROSELAWN,11/22/2020 04:40:00 AM,5 - PROPERTY DAMAGE ONLY,201905
38XX W 8TH ST,39.107561,-84.577436,WEST PRICE HILL,EAST PRICE HILL,11/22/2020 06:57:00 AM,5 - PROPERTY DAMAGE ONLY,201905
3XX W MCMILLAN ST,39.128169,-84.525545,FAIRVIEW,CUF,11/22/2020 08:22:00 AM,5 - PROPERTY DAMAGE ONLY,201905
3XX W MCMILLAN ST,39.127769,-84.526135,FAIRVIEW,CUF,11/22/2020 08:22:00 AM,5 - PROPERTY DAMAGE ONLY,201905
50XX CROOKSHANK RD,39.128015,-84.606613,WEST PRICE HILL,WEST PRICE HILL,11/22/2020 09:28:00 AM,5 - PROPERTY DAMAGE ONLY,201905
50XX CROOKSHANK RD,39.128735,-84.606433,WEST PRICE HILL,WEST PRICE HILL,11/22/2020 09:28:00 AM,5 - PROPERTY DAMAGE ONLY,201905
48XX GLENWAY AV,39.118524,-84.598721,WEST PRICE HILL,WEST PRICE HILL,11/22/2020 09:44:00 AM,5 - PROPERTY DAMAGE ONLY,201905
48XX GLENWAY AV,39.118084,-84.599061,WEST PRICE HILL,WEST PRICE HILL,11/22/2020 09:44:00 AM,5 - PROPERTY DAMAGE ONLY,201905
36XX GLENWAY AV,39.113536,-84.571912,EAST PRICE HILL,EAST PRICE HILL,11/22/2020 09:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
36XX GLENWAY AV,39.113476,-84.572842,EAST PRICE HILL,EAST PRICE HILL,11/22/2020 09:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
22XX WEST FORK,39.163079,-84.572731,MOUNT AIRY,MT. AIRY,11/22/2020 11:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
22XX WEST FORK,39.163519,-84.571851,MOUNT AIRY,MT. AIRY,11/22/2020 11:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
29XX HIGHLAND AV,39.132932,-84.503595,CORRYVILLE,CORRYVILLE,11/22/2020 12:02:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX PAXTON AV,39.144886,-84.430229,OAKLEY,OAKLEY,11/22/2020 01:24:00 PM,3 - MINOR INJURY SUSPECTED,201903
37XX PAXTON AV,39.143806,-84.431559,OAKLEY,OAKLEY,11/22/2020 01:24:00 PM,3 - MINOR INJURY SUSPECTED,201903
21XX RIVER RD,39.101626,-84.552856,LOWER PRICE  HILL,LOWER PRICE HILL,11/22/2020 01:26:00 PM,4 - INJURY POSSIBLE,201904
21XX RIVER RD,39.101286,-84.553226,LOWER PRICE  HILL,LOWER PRICE HILL,11/22/2020 01:26:00 PM,4 - INJURY POSSIBLE,201904
N I71 AT 4-8 MM,39.143859,-84.477826,EVANSTON,EVANSTON,11/22/2020 01:35:00 PM,5 - PROPERTY DAMAGE ONLY,201905
4XX ADA ST,39.126171,-84.528021,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 02:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
39XX VINE ST,39.160156,-84.505041,CLIFTON,CLIFTON,11/22/2020 02:07:00 PM,4 - INJURY POSSIBLE,201904
39XX VINE ST,39.160216,-84.504891,CLIFTON,CLIFTON,11/22/2020 02:07:00 PM,4 - INJURY POSSIBLE,201904
N I75 AT 9-6 MM,39.194697,-84.474803,ROSELAWN,ROSELAWN,11/22/2020 02:20:00 PM,5 - PROPERTY DAMAGE ONLY,201905
22XX HARRISON AV,39.133761,-84.572711,WESTWOOD,WESTWOOD,11/22/2020 03:00:00 PM,3 - MINOR INJURY SUSPECTED,201903
22XX HARRISON AV,39.134491,-84.573681,WESTWOOD,WESTWOOD,11/22/2020 03:00:00 PM,3 - MINOR INJURY SUSPECTED,201903
22XX HARRISON AV,39.133801,-84.573501,WESTWOOD,WESTWOOD,11/22/2020 03:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 6-3 MM,39.162941,-84.508821,CLIFTON,CLIFTON,11/22/2020 03:44:00 PM,5 - PROPERTY DAMAGE ONLY,201905
65XX HILLSIDE AV,39.114231,-84.686578,SAYLER  PARK,SAYLER PARK,11/22/2020 03:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
65XX HILLSIDE AV,39.113001,-84.685318,SAYLER  PARK,SAYLER PARK,11/22/2020 03:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
63XX BEECHMONT AV,39.087899,-84.383065,MT.  WASHINGTON,MT. WASHINGTON,11/22/2020 03:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
50XX PADDOCK RD,39.177144,-84.478571,BONDHILL,BOND HILL,11/22/2020 04:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
50XX PADDOCK RD,39.178284,-84.478161,BONDHILL,BOND HILL,11/22/2020 04:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
29XX WERK RD,39.141466,-84.594751,WESTWOOD,WESTWOOD,11/22/2020 04:14:50 PM,5 - PROPERTY DAMAGE ONLY,201905
X E FWW,39.096223,-84.505198,N/A,N/A,11/22/2020 04:35:00 PM,5 - PROPERTY DAMAGE ONLY,201905
35XX VINE ST,39.144635,-84.511133,AVONDALE,AVONDALE,11/22/2020 04:38:00 PM,5 - PROPERTY DAMAGE ONLY,201905
35XX VINE ST,39.143985,-84.512213,AVONDALE,AVONDALE,11/22/2020 04:38:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 4-7 MM,39.155164,-84.538221,NORTHSIDE,CLIFTON,11/22/2020 05:02:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX W KING DR,39.140461,-84.524043,CLIFTON,CLIFTON,11/22/2020 05:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX W KING DR,39.140831,-84.525493,CLIFTON,CLIFTON,11/22/2020 05:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
35XX GLENWAY AV,39.113139,-84.568411,EAST PRICE HILL,EAST PRICE HILL,11/22/2020 05:26:00 PM,4 - INJURY POSSIBLE,201904
35XX GLENWAY AV,39.113449,-84.568951,EAST PRICE HILL,EAST PRICE HILL,11/22/2020 05:26:00 PM,4 - INJURY POSSIBLE,201904
24XX CENTRAL PY,39.125395,-84.533987,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:25:00 PM,1 - FATAL,201901
24XX CENTRAL PY,39.123945,-84.533947,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:25:00 PM,1 - FATAL,201901
24XX CENTRAL PY,39.125465,-84.533867,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:25:00 PM,1 - FATAL,201901
24XX CENTRAL PY,39.123625,-84.532607,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:25:00 PM,1 - FATAL,201901
24XX CENTRAL PY,39.124765,-84.534357,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:27:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
24XX CENTRAL PY,39.124355,-84.533527,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:27:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
24XX CENTRAL PY,39.124475,-84.533767,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:27:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
24XX CENTRAL PY,39.124615,-84.532787,CLIFTON/UNIVERSITY HEIGHTS,CUF,11/22/2020 06:27:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
4XX FOREST AV,39.146223,-84.500387,AVONDALE,AVONDALE,11/22/2020 06:32:00 PM,5 - PROPERTY DAMAGE ONLY,201905
4XX FOREST AV,39.146163,-84.500627,AVONDALE,AVONDALE,11/22/2020 06:32:00 PM,5 - PROPERTY DAMAGE ONLY,201905
XX E SEYMOUR AV,39.1949,-84.479878,CARTHAGE,CARTHAGE,11/22/2020 06:49:00 PM,3 - MINOR INJURY SUSPECTED,201903
XX E SEYMOUR AV,39.19498,-84.478658,CARTHAGE,CARTHAGE,11/22/2020 06:49:00 PM,3 - MINOR INJURY SUSPECTED,201903
16XX YOUNG ST,39.11324,-84.506148,MOUNT  AUBURN,MT. AUBURN,11/22/2020 07:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 4-7 MM,39.155494,-84.537221,NORTHSIDE,CLIFTON,11/22/2020 07:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 4-7 MM,39.155284,-84.539011,NORTHSIDE,CLIFTON,11/22/2020 07:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 4-7 MM,39.155034,-84.537411,NORTHSIDE,CLIFTON,11/22/2020 07:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
2XX WILLIAM HOWARD TAFT RD,39.128606,-84.504691,CORRYVILLE,CORRYVILLE,11/22/2020 07:52:00 PM,5 - PROPERTY DAMAGE ONLY,201905
2XX WILLIAM HOWARD TAFT RD,39.128186,-84.505301,CORRYVILLE,CORRYVILLE,11/22/2020 07:52:00 PM,5 - PROPERTY DAMAGE ONLY,201905
18XX RACE ST,39.115821,-84.518617,OVER-THE-RHINE,OVER-THE-RHINE,11/22/2020 08:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
18XX RACE ST,39.116021,-84.517367,OVER-THE-RHINE,OVER-THE-RHINE,11/22/2020 08:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
18XX RACE ST,39.116301,-84.517467,OVER-THE-RHINE,OVER-THE-RHINE,11/22/2020 08:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
18XX RACE ST,39.115191,-84.518027,OVER-THE-RHINE,OVER-THE-RHINE,11/22/2020 08:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
27XX EAST TOWER DR,39.132037,-84.594071,WESTWOOD,WESTWOOD,11/22/2020 08:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
10XX UNDERWOOD PL,39.111001,-84.558641,EAST PRICE HILL,EAST PRICE HILL,11/22/2020 09:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
13XX W NORTH BEND RD,39.202251,-84.541245,COLLEGE  HILL,COLLEGE HILL,11/22/2020 09:18:00 PM,5 - PROPERTY DAMAGE ONLY,201905
31XX BOUDINOT AV,39.144591,-84.603831,WESTWOOD,WESTWOOD,11/22/2020 09:58:00 PM,5 - PROPERTY DAMAGE ONLY,201905
18XX DALEWOOD PL,39.175763,-84.465686,BONDHILL,BOND HILL,11/22/2020 10:42:00 PM,5 - PROPERTY DAMAGE ONLY,201905
75XX VINE ST,39.200005,-84.475691,CARTHAGE,CARTHAGE,11/22/2020 11:40:00 PM,2 - SERIOUS INJURY SUSPECTED,201902
